0,1,id
-9.81595516204834E+00,5.21413612365723E+00,1
-1.95789623260498E+01,-1.06952486038208E+01,2
-1.13746204376221E+01,2.65701842308044E+00,3
-1.6026948928833E+01,-5.02625513076782E+00,4
-1.24705047607422E+01,1.17142295837402E+00,5
-9.36481952667236E+00,4.86605358123779E+00,6
5.53968238830566E+00,1.81493549346924E+01,7
-1.511900806427E+01,-2.53695368766785E+00,8
2.09623870849609E+01,-4.62334108352661E+00,9
1.76241302490234E+01,-2.0621696472168E+01,10
4.66064119338989E+00,1.83789138793945E+01,11
-2.33462562561035E+01,-1.77577362060547E+01,12
1.73053379058838E+01,-2.06924991607666E+01,13
5.28744125366211E+00,2.27750148773193E+01,14
1.88333797454834E+01,-1.79376392364502E+01,15
-2.42499828338623E+01,-1.8964864730835E+01,16
3.41751384735107E+00,1.78972339630127E+01,17
4.67466306686401E+00,2.31445121765137E+01,18
1.80738677978516E+01,-1.90595703125E+01,19
-2.17940425872803E+01,-1.48305206298828E+01,20
1.9533992767334E+01,-3.47284764051437E-01,21
-1.9188268661499E+01,-8.69562435150146E+00,22
-1.42399473190308E+01,-2.9672327041626E+00,23
4.0713586807251E+00,1.92963924407959E+01,24
-5.65494203567505E+00,9.50545310974121E+00,25
5.59082698822021E+00,2.13974666595459E+01,26
1.93879547119141E+01,-1.4149435043335E+01,27
2.10612373352051E+01,-4.65067720413208E+00,28
1.4807847738266E+00,1.47933912277222E+01,29
1.09291398525238E+00,1.43442602157593E+01,30
6.0203709602356E+00,2.57748718261719E+01,31
-9.82047176361084E+00,5.2164797782898E+00,32
2.07142143249512E+01,-4.62101078033447E+00,33
1.51405787467957E+00,2.07922878265381E+01,34
6.00740098953247E+00,2.57306289672852E+01,35
2.04356250762939E+01,-6.38606357574463E+00,36
1.45084512233734E+00,1.4119137763977E+01,37
-1.46736545562744E+01,-2.78644704818726E+00,38
5.16885185241699E+00,2.41003074645996E+01,39
2.10238227844238E+01,-6.23599433898926E+00,40
1.96662178039551E+01,4.11910325288773E-01,41
2.37431153655052E-01,1.36354303359985E+01,42
